epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
104,4443.34,1.5506,0.76802,0.9764,0.8471,0.81227,0.87293,0.45511,1.59522,0.74546,0.97068,0.0003005,0.0003005,0.0003005
105,4486.04,1.54759,0.76168,0.97393,0.855,0.81658,0.87827,0.46101,1.58825,0.73515,0.96818,0.000284,0.000284,0.000284
106,4528.08,1.53937,0.75924,0.97674,0.853,0.8168,0.87871,0.46403,1.57869,0.73709,0.96774,0.0002675,0.0002675,0.0002675
107,4573.08,1.5332,0.76342,0.97649,0.85014,0.81647,0.87657,0.45966,1.5927,0.7391,0.97068,0.000251,0.000251,0.000251
108,4615.98,1.54943,0.76542,0.97488,0.85402,0.81952,0.87636,0.46013,1.58566,0.73563,0.96787,0.0002345,0.0002345,0.0002345
109,4658.43,1.54247,0.75859,0.97294,0.85387,0.81462,0.87705,0.45846,1.593,0.73573,0.9686,0.000218,0.000218,0.000218
110,4701.07,1.53296,0.75504,0.97251,0.85831,0.81416,0.87902,0.46404,1.58408,0.7304,0.96807,0.0002015,0.0002015,0.0002015
111,4741.99,1.55325,0.75242,0.99189,0.8553,0.81455,0.87797,0.46004,1.59216,0.73875,0.96849,0.000185,0.000185,0.000185
112,4782.64,1.53367,0.74422,0.9884,0.85726,0.81381,0.87751,0.46063,1.58417,0.73576,0.96624,0.0001685,0.0001685,0.0001685
113,4824.9,1.53875,0.73972,0.99092,0.85512,0.80892,0.87594,0.45895,1.5904,0.73491,0.96898,0.000152,0.000152,0.000152
114,4864.57,1.53077,0.73778,0.98841,0.85503,0.81042,0.87574,0.45741,1.59618,0.73749,0.96995,0.0001355,0.0001355,0.0001355
115,4904.04,1.53369,0.73446,0.98649,0.85411,0.81298,0.87621,0.45981,1.59064,0.73449,0.96913,0.000119,0.000119,0.000119
116,4943.65,1.52502,0.7317,0.98294,0.85683,0.81246,0.87763,0.46002,1.5893,0.73247,0.96857,0.0001025,0.0001025,0.0001025
117,4983.54,1.52436,0.73164,0.98542,0.85157,0.8184,0.87788,0.46153,1.58707,0.72925,0.96793,8.6e-05,8.6e-05,8.6e-05
118,5023.18,1.52624,0.72985,0.98511,0.85447,0.81466,0.87735,0.4585,1.59606,0.73728,0.96953,6.95e-05,6.95e-05,6.95e-05
119,5062.63,1.52544,0.72919,0.98773,0.85593,0.81536,0.87775,0.4611,1.58914,0.73141,0.96849,5.3e-05,5.3e-05,5.3e-05
120,5102.24,1.51523,0.7236,0.98603,0.85499,0.81762,0.87894,0.46283,1.58361,0.72985,0.96728,3.65e-05,3.65e-05,3.65e-05
